trade_id,entry_date,entry_time,exit_date,exit_time,position,entry_price,exit_price,sl,tp,qty,pnl_pts,pnl_pct,pnl_amount,exit_reason
1414,2023-10-23,10:00:00,2023-10-23,13:00:00,SHORT,19484.85,19436.76,19508.9,19436.76,249,48.09,0.247,11975.12,Take Profit
1415,2023-10-25,11:30:00,2023-10-25,12:45:00,SHORT,19212.15,19125.01,19255.72,19125.01,140,87.14,0.454,12199.0,Take Profit
1416,2023-10-26,10:00:00,2023-10-26,15:00:00,SHORT,18914.2,18859.55,18963.05,18816.49,128,54.65,0.289,6995.2,Time Exit
1417,2023-10-27,14:00:00,2023-10-27,15:00:00,LONG,19059.3,19036.85,19037.07,19103.76,284,-22.45,-0.118,-6375.8,Time Exit
1418,2023-10-30,12:00:00,2023-10-30,15:00:00,LONG,19108.8,19138.4,19069.13,19188.14,157,29.6,0.155,4647.2,Time Exit
1419,2023-10-31,11:45:00,2023-10-31,13:15:00,SHORT,19079.2,19117.08,19117.08,19003.44,166,-37.88,-0.199,-6287.84,Stop Loss
1420,2023-11-01,13:00:00,2023-11-01,13:30:00,SHORT,19002.95,19025.41,19025.41,18958.02,277,-22.46,-0.118,-6222.61,Stop Loss
1421,2023-11-02,09:30:00,2023-11-02,10:00:00,LONG,19165.05,19130.16,19130.16,19234.84,177,-34.89,-0.182,-6176.04,Stop Loss
1422,2023-11-09,10:00:00,2023-11-09,14:15:00,SHORT,19447.65,19402.86,19470.05,19402.86,273,44.79,0.23,12228.45,Take Profit
1423,2023-11-10,10:30:00,2023-11-10,12:30:00,SHORT,19372.4,19396.62,19396.62,19323.96,257,-24.22,-0.125,-6223.99,Stop Loss
1424,2023-11-15,13:30:00,2023-11-15,14:45:00,LONG,19661.9,19649.17,19649.17,19687.35,485,-12.73,-0.065,-6171.63,Stop Loss
1425,2023-11-16,09:45:00,2023-11-16,11:00:00,LONG,19694.3,19741.54,19670.68,19741.54,258,47.24,0.24,12188.66,Take Profit
1426,2023-11-17,09:45:00,2023-11-17,15:00:00,SHORT,19793.05,19740.95,19827.54,19724.06,181,52.1,0.263,9430.1,Time Exit
1427,2023-11-20,11:00:00,2023-11-20,13:00:00,SHORT,19678.0,19705.84,19705.84,19622.32,227,-27.84,-0.141,-6319.52,Stop Loss
1428,2023-11-21,12:45:00,2023-11-21,13:00:00,LONG,19808.8,19793.0,19793.0,19840.41,396,-15.8,-0.08,-6258.21,Stop Loss
1429,2023-11-22,09:30:00,2023-11-22,10:15:00,SHORT,19805.1,19823.71,19823.71,19767.89,333,-18.61,-0.094,-6196.18,Stop Loss
1430,2023-11-23,11:15:00,2023-11-23,15:00:00,LONG,19813.05,19799.4,19785.77,19867.6,225,-13.65,-0.069,-3071.25,Time Exit
1431,2023-11-24,13:00:00,2023-11-24,13:30:00,SHORT,19773.85,19790.36,19790.36,19740.84,370,-16.51,-0.083,-6107.64,Stop Loss
1432,2023-11-29,09:30:00,2023-11-29,13:30:00,LONG,20005.95,20053.56,19982.14,20053.56,254,47.61,0.238,12094.03,Take Profit
1433,2023-11-30,14:30:00,2023-11-30,15:00:00,SHORT,20125.4,20135.2,20149.27,20077.66,258,-9.8,-0.049,-2528.4,Time Exit
1434,2023-12-01,11:00:00,2023-12-01,15:00:00,LONG,20263.1,20267.35,20227.83,20333.64,174,4.25,0.021,739.5,Time Exit
1435,2023-12-08,13:15:00,2023-12-08,14:30:00,SHORT,20892.95,20919.52,20919.52,20839.81,231,-26.57,-0.127,-6137.18,Stop Loss
1436,2023-12-11,09:45:00,2023-12-11,15:00:00,SHORT,21005.05,21000.55,21041.8,20931.55,166,4.5,0.021,747.0,Time Exit
1437,2023-12-12,12:30:00,2023-12-12,14:00:00,SHORT,20986.75,20944.61,21007.82,20944.61,289,42.14,0.201,12177.22,Take Profit
1438,2023-12-13,09:45:00,2023-12-13,12:15:00,SHORT,20832.5,20770.02,20863.74,20770.02,199,62.48,0.3,12433.24,Take Profit
1439,2023-12-14,13:45:00,2023-12-14,14:45:00,LONG,21199.25,21178.78,21178.78,21240.19,310,-20.47,-0.097,-6346.14,Stop Loss
1440,2023-12-15,12:30:00,2023-12-15,14:00:00,SHORT,21333.05,21364.77,21364.77,21269.61,198,-31.72,-0.149,-6280.14,Stop Loss
1441,2023-12-19,09:30:00,2023-12-19,10:30:00,SHORT,21373.7,21402.61,21402.61,21315.88,215,-28.91,-0.135,-6215.8,Stop Loss
1442,2023-12-20,13:00:00,2023-12-20,13:15:00,SHORT,21472.4,21420.29,21498.46,21420.29,236,52.11,0.243,12298.97,Take Profit
1443,2023-12-21,10:30:00,2023-12-21,12:30:00,SHORT,21148.85,21228.98,21228.98,20988.59,78,-80.13,-0.379,-6250.31,Stop Loss
1444,2023-12-26,11:15:00,2023-12-26,13:00:00,LONG,21450.05,21411.19,21411.19,21527.76,160,-38.86,-0.181,-6217.14,Stop Loss
1445,2023-12-27,14:30:00,2023-12-27,15:00:00,SHORT,21588.45,21668.5,21616.86,21531.63,216,-80.05,-0.371,-17290.8,Time Exit
1446,2023-12-28,12:15:00,2023-12-28,15:00:00,SHORT,21766.4,21781.3,21802.79,21693.61,164,-14.9,-0.068,-2443.6,Time Exit
1447,2023-12-29,10:00:00,2023-12-29,10:30:00,SHORT,21683.3,21716.49,21716.49,21616.93,179,-33.19,-0.153,-5940.24,Stop Loss
1448,2024-01-01,10:30:00,2024-01-01,13:45:00,SHORT,21726.75,21757.01,21757.01,21666.24,195,-30.26,-0.139,-5900.14,Stop Loss
1449,2024-01-02,09:45:00,2024-01-02,10:30:00,SHORT,21636.8,21555.91,21677.24,21555.91,144,80.89,0.374,11647.54,Take Profit
1450,2024-01-03,09:30:00,2024-01-03,10:00:00,SHORT,21561.05,21595.3,21595.3,21492.56,174,-34.25,-0.159,-5958.88,Stop Loss
1451,2024-01-04,12:45:00,2024-01-04,14:15:00,LONG,21659.2,21641.05,21641.05,21695.51,324,-18.15,-0.084,-5881.76,Stop Loss
1452,2024-01-05,12:45:00,2024-01-05,14:15:00,SHORT,21678.55,21634.78,21700.44,21634.78,266,43.77,0.202,11643.2,Take Profit
1453,2024-01-12,11:00:00,2024-01-12,13:30:00,LONG,21822.15,21894.54,21785.95,21894.54,164,72.39,0.332,11872.43,Take Profit
1454,2024-01-15,14:00:00,2024-01-15,14:45:00,SHORT,22070.7,22092.76,22092.76,22026.57,275,-22.06,-0.1,-6067.68,Stop Loss
1455,2024-01-16,11:15:00,2024-01-16,11:45:00,LONG,22109.2,22079.98,22079.98,22167.64,205,-29.22,-0.132,-5990.39,Stop Loss
1456,2024-01-17,09:30:00,2024-01-17,11:30:00,SHORT,21812.45,21689.24,21874.06,21689.24,96,123.21,0.565,11828.57,Take Profit
1457,2024-01-18,09:45:00,2024-01-18,10:00:00,SHORT,21294.9,21348.62,21348.62,21187.46,113,-53.72,-0.252,-6070.12,Stop Loss
1458,2024-01-20,12:15:00,2024-01-20,12:30:00,SHORT,21643.65,21580.78,21675.09,21580.78,191,62.87,0.29,12008.44,Take Profit
1459,2024-01-23,10:15:00,2024-01-23,11:30:00,SHORT,21600.4,21504.09,21648.56,21504.09,127,96.31,0.446,12231.91,Take Profit
1460,2024-01-25,13:00:00,2024-01-25,15:00:00,LONG,21284.15,21343.3,21233.2,21386.06,123,59.15,0.278,7275.45,Time Exit
1461,2024-01-29,11:30:00,2024-01-29,15:00:00,LONG,21636.95,21741.55,21582.16,21746.52,115,104.6,0.483,12029.0,Time Exit
1462,2024-01-30,14:15:00,2024-01-30,14:45:00,SHORT,21616.6,21545.1,21652.35,21545.1,180,71.5,0.331,12870.0,Take Profit
1463,2024-01-31,10:00:00,2024-01-31,11:00:00,SHORT,21604.45,21655.33,21655.33,21502.69,129,-50.88,-0.236,-6563.34,Stop Loss
1464,2024-02-06,13:45:00,2024-02-06,15:00:00,LONG,21917.4,21919.45,21882.3,21987.59,185,2.05,0.009,379.25,Time Exit
1465,2024-02-07,11:15:00,2024-02-07,14:15:00,SHORT,21932.4,21976.95,21976.95,21843.3,146,-44.55,-0.203,-6504.3,Stop Loss
1466,2024-02-08,10:30:00,2024-02-08,11:00:00,SHORT,21877.5,21776.45,21928.02,21776.45,127,101.05,0.462,12833.35,Take Profit
1467,2024-02-12,10:30:00,2024-02-12,12:00:00,LONG,21678.25,21634.75,21634.75,21765.25,151,-43.5,-0.201,-6568.5,Stop Loss
1468,2024-02-13,09:45:00,2024-02-13,10:45:00,SHORT,21677.05,21738.67,21738.67,21553.8,105,-61.62,-0.284,-6470.62,Stop Loss
1469,2024-02-14,12:15:00,2024-02-14,14:00:00,SHORT,21656.8,21709.34,21709.34,21551.72,122,-52.54,-0.243,-6409.79,Stop Loss
1470,2024-02-16,13:00:00,2024-02-16,13:30:00,LONG,22055.2,22028.31,22028.31,22108.97,237,-26.89,-0.122,-6371.91,Stop Loss
1471,2024-02-19,09:45:00,2024-02-19,10:00:00,SHORT,22025.35,22058.08,22058.08,21959.89,193,-32.73,-0.149,-6316.61,Stop Loss
1472,2024-02-20,10:15:00,2024-02-20,12:00:00,SHORT,22130.55,22168.28,22168.28,22055.09,166,-37.73,-0.17,-6262.94,Stop Loss
1473,2024-02-21,13:45:00,2024-02-21,14:15:00,SHORT,22151.6,22088.51,22183.14,22088.51,196,63.09,0.285,12364.8,Take Profit
1474,2024-02-22,09:45:00,2024-02-22,13:30:00,SHORT,21946.15,22011.33,22011.33,21815.79,97,-65.18,-0.297,-6322.32,Stop Loss
1475,2024-02-26,09:45:00,2024-02-26,10:15:00,SHORT,22113.65,22150.62,22150.62,22039.7,169,-36.97,-0.167,-6248.77,Stop Loss
1476,2024-02-27,11:30:00,2024-02-27,12:00:00,LONG,22153.8,22122.96,22122.96,22215.48,200,-30.84,-0.139,-6167.86,Stop Loss
1477,2024-02-28,11:00:00,2024-02-28,12:45:00,SHORT,22062.05,21977.78,22104.19,21977.78,145,84.27,0.382,12219.36,Take Profit
1478,2024-02-29,09:45:00,2024-02-29,10:00:00,SHORT,22015.25,21904.62,22070.56,21904.62,113,110.63,0.503,12501.03,Take Profit
1479,2024-03-01,10:30:00,2024-03-01,11:30:00,LONG,22178.7,22286.41,22124.85,22286.41,118,107.71,0.486,12709.44,Take Profit
1480,2024-03-11,10:00:00,2024-03-11,12:00:00,SHORT,22431.7,22368.51,22463.3,22368.51,205,63.19,0.282,12954.54,Take Profit
1481,2024-03-12,10:00:00,2024-03-12,10:30:00,SHORT,22437.75,22351.66,22480.8,22351.66,154,86.09,0.384,13258.3,Take Profit
1482,2024-03-13,11:00:00,2024-03-13,11:30:00,SHORT,22239.0,22136.03,22290.49,22136.03,131,102.97,0.463,13489.26,Take Profit
1483,2024-03-15,11:00:00,2024-03-15,13:30:00,SHORT,21954.5,22004.4,22004.4,21854.71,138,-49.9,-0.227,-6885.71,Stop Loss
1484,2024-03-18,13:15:00,2024-03-18,15:00:00,LONG,22067.65,22056.2,22021.65,22159.66,148,-11.45,-0.052,-1694.6,Time Exit
1485,2024-03-19,10:15:00,2024-03-19,15:00:00,SHORT,21853.15,21811.5,21899.46,21760.52,147,41.65,0.191,6122.55,Time Exit
1486,2024-03-20,10:00:00,2024-03-20,11:30:00,SHORT,21765.05,21804.23,21804.23,21686.69,175,-39.18,-0.18,-6856.88,Stop Loss
1487,2024-03-22,09:45:00,2024-03-22,10:00:00,SHORT,21990.8,22034.94,22034.94,21902.52,154,-44.14,-0.201,-6797.45,Stop Loss
1488,2024-03-27,11:45:00,2024-03-27,15:00:00,LONG,22172.45,22116.15,22142.95,22231.46,228,-56.3,-0.254,-12836.4,Time Exit
1489,2024-03-28,10:15:00,2024-03-28,10:30:00,LONG,22285.35,22357.82,22249.11,22357.82,182,72.47,0.325,13189.8,Take Profit
1490,2024-04-09,13:00:00,2024-04-09,14:00:00,SHORT,22683.55,22635.06,22707.79,22635.06,278,48.49,0.214,13479.03,Take Profit
1491,2024-04-10,13:15:00,2024-04-10,14:30:00,SHORT,22728.0,22748.35,22748.35,22687.3,337,-20.35,-0.09,-6857.95,Stop Loss
1492,2024-04-12,09:30:00,2024-04-12,11:15:00,SHORT,22640.55,22673.44,22673.44,22574.76,207,-32.89,-0.145,-6808.82,Stop Loss
1493,2024-04-15,10:15:00,2024-04-15,10:45:00,SHORT,22368.15,22419.34,22419.34,22265.76,131,-51.19,-0.229,-6706.26,Stop Loss
1494,2024-04-16,10:45:00,2024-04-16,12:45:00,SHORT,22198.95,22116.76,22240.04,22116.76,162,82.19,0.37,13314.09,Take Profit
1495,2024-04-18,12:00:00,2024-04-18,13:15:00,LONG,22292.75,22244.14,22244.14,22389.97,140,-48.61,-0.218,-6805.5,Stop Loss
1496,2024-04-19,11:15:00,2024-04-19,12:15:00,SHORT,21909.75,21977.11,21977.11,21775.04,100,-67.36,-0.307,-6735.71,Stop Loss
1497,2024-04-24,10:15:00,2024-04-24,14:30:00,SHORT,22458.0,22401.38,22486.31,22401.38,235,56.62,0.252,13306.04,Take Profit
1498,2024-04-25,09:30:00,2024-04-25,10:00:00,SHORT,22391.95,22421.0,22421.0,22333.86,234,-29.05,-0.13,-6796.86,Stop Loss
1499,2024-05-03,10:15:00,2024-05-03,11:15:00,SHORT,22642.0,22542.52,22691.74,22542.52,135,99.48,0.439,13429.61,Take Profit
1500,2024-05-07,10:15:00,2024-05-07,11:15:00,SHORT,22361.5,22274.21,22405.14,22274.21,157,87.29,0.39,13703.86,Take Profit
1501,2024-05-09,10:00:00,2024-05-09,12:45:00,SHORT,22194.4,22102.43,22240.39,22102.43,152,91.97,0.414,13979.66,Take Profit
1502,2024-05-13,09:30:00,2024-05-13,11:00:00,SHORT,21857.4,21901.44,21901.44,21769.31,162,-44.04,-0.202,-7134.94,Stop Loss
1503,2024-05-14,14:00:00,2024-05-14,14:15:00,LONG,22250.85,22224.7,22224.7,22303.16,270,-26.15,-0.118,-7061.46,Stop Loss
1504,2024-05-15,10:15:00,2024-05-15,11:00:00,SHORT,22168.85,22206.63,22206.63,22093.29,185,-37.78,-0.17,-6989.7,Stop Loss
1505,2024-05-16,09:45:00,2024-05-16,10:45:00,SHORT,22241.55,22157.05,22283.8,22157.05,164,84.5,0.38,13858.0,Take Profit
1506,2024-05-21,11:00:00,2024-05-21,11:45:00,SHORT,22503.85,22534.07,22534.07,22443.41,234,-30.22,-0.134,-7071.81,Stop Loss
1507,2024-05-23,10:00:00,2024-05-23,11:45:00,LONG,22674.5,22750.51,22636.49,22750.51,184,76.01,0.335,13986.63,Take Profit
1508,2024-05-31,10:00:00,2024-05-31,13:45:00,SHORT,22535.2,22597.01,22597.01,22411.59,115,-61.81,-0.274,-7107.82,Stop Loss
1509,2024-06-04,10:30:00,2024-06-04,11:00:00,SHORT,22553.95,22227.19,22717.33,22227.19,43,326.76,1.449,14050.56,Take Profit
1510,2024-06-05,14:00:00,2024-06-05,15:00:00,LONG,22475.15,22635.85,22366.65,22692.14,66,160.7,0.715,10606.2,Time Exit
1511,2024-06-07,11:15:00,2024-06-07,11:45:00,LONG,23043.0,23176.69,22976.15,23176.69,109,133.69,0.58,14572.52,Take Profit
1512,2024-06-11,11:00:00,2024-06-11,13:30:00,SHORT,23328.5,23376.78,23376.78,23231.94,154,-48.28,-0.207,-7434.9,Stop Loss
1513,2024-06-13,10:30:00,2024-06-13,15:00:00,SHORT,23382.35,23399.0,23430.6,23285.86,153,-16.65,-0.071,-2547.45,Time Exit
1514,2024-06-14,09:30:00,2024-06-14,09:45:00,SHORT,23342.25,23372.61,23372.61,23281.54,242,-30.36,-0.13,-7346.43,Stop Loss
1515,2024-06-19,10:15:00,2024-06-19,10:45:00,SHORT,23447.35,23480.94,23480.94,23380.17,217,-33.59,-0.143,-7288.88,Stop Loss
1516,2024-06-20,10:00:00,2024-06-20,11:00:00,SHORT,23487.35,23545.91,23545.91,23370.22,123,-58.56,-0.249,-7203.41,Stop Loss
1517,2024-06-21,11:00:00,2024-06-21,13:00:00,SHORT,23529.05,23434.72,23576.21,23434.72,151,94.33,0.401,14243.61,Take Profit
1518,2024-06-24,10:30:00,2024-06-24,12:15:00,SHORT,23480.1,23549.3,23549.3,23341.7,105,-69.2,-0.295,-7266.0,Stop Loss
1519,2024-06-25,14:15:00,2024-06-25,15:00:00,LONG,23692.75,23731.65,23664.97,23748.3,259,38.9,0.164,10075.1,Time Exit
1520,2024-06-26,12:15:00,2024-06-26,15:00:00,LONG,23835.35,23875.2,23797.73,23910.59,194,39.85,0.167,7730.9,Time Exit
1521,2024-06-27,11:30:00,2024-06-27,12:00:00,SHORT,23947.5,24001.65,24001.65,23839.21,136,-54.15,-0.226,-7363.91,Stop Loss
1522,2024-06-28,12:15:00,2024-06-28,14:00:00,SHORT,24052.75,24096.58,24096.58,23965.09,167,-43.83,-0.182,-7319.97,Stop Loss
1523,2024-07-01,10:30:00,2024-07-01,12:15:00,SHORT,24083.1,24126.12,24126.12,23997.05,168,-43.03,-0.179,-7228.2,Stop Loss
1524,2024-07-02,12:45:00,2024-07-02,13:00:00,SHORT,24070.2,24110.96,24110.96,23988.68,176,-40.76,-0.169,-7173.89,Stop Loss
1525,2024-07-04,10:30:00,2024-07-04,10:45:00,LONG,24333.7,24300.49,24300.49,24400.11,214,-33.21,-0.136,-7106.33,Stop Loss
1526,2024-07-10,09:30:00,2024-07-10,09:45:00,LONG,24400.35,24367.96,24367.96,24465.12,217,-32.39,-0.133,-7027.7,Stop Loss
1527,2024-07-11,10:30:00,2024-07-11,12:45:00,SHORT,24253.8,24299.36,24299.36,24162.67,153,-45.56,-0.188,-6971.34,Stop Loss
1528,2024-07-12,11:30:00,2024-07-12,15:00:00,LONG,24499.5,24491.15,24443.85,24610.81,124,-8.35,-0.034,-1035.4,Time Exit
1529,2024-07-15,13:00:00,2024-07-15,15:00:00,SHORT,24614.8,24584.5,24644.87,24554.66,229,30.3,0.123,6938.7,Time Exit
1530,2024-07-16,11:30:00,2024-07-16,12:15:00,LONG,24652.85,24629.12,24629.12,24700.31,292,-23.73,-0.096,-6929.79,Stop Loss
1531,2024-07-18,09:30:00,2024-07-18,09:45:00,SHORT,24580.9,24610.55,24610.55,24521.59,232,-29.65,-0.121,-6879.63,Stop Loss
1532,2024-07-19,09:45:00,2024-07-19,10:45:00,LONG,24719.1,24665.54,24665.54,24826.22,127,-53.56,-0.217,-6802.21,Stop Loss
1533,2024-07-23,13:45:00,2024-07-23,15:00:00,SHORT,24439.6,24460.65,24556.81,24205.17,57,-21.05,-0.086,-1199.85,Time Exit
1534,2024-07-24,12:30:00,2024-07-24,14:15:00,SHORT,24322.85,24383.63,24383.63,24201.29,111,-60.78,-0.25,-6746.42,Stop Loss
1535,2024-07-25,10:30:00,2024-07-25,12:45:00,SHORT,24317.8,24379.43,24379.43,24194.54,108,-61.63,-0.253,-6655.89,Stop Loss
1536,2024-07-26,11:30:00,2024-07-26,12:30:00,LONG,24635.75,24710.31,24598.47,24710.31,177,74.56,0.303,13196.61,Take Profit
1537,2024-07-29,14:00:00,2024-07-29,14:30:00,SHORT,24798.05,24848.46,24848.46,24697.24,133,-50.41,-0.203,-6704.15,Stop Loss
1538,2024-07-30,10:45:00,2024-07-30,15:00:00,SHORT,24932.3,24847.5,24977.74,24841.43,146,84.8,0.34,12380.8,Time Exit
1539,2024-07-31,14:15:00,2024-07-31,15:00:00,SHORT,24958.85,24945.8,24985.28,24905.99,256,13.05,0.052,3340.8,Time Exit
1540,2024-08-01,13:15:00,2024-08-01,14:30:00,SHORT,24978.85,25003.81,25003.81,24928.94,273,-24.96,-0.1,-6813.3,Stop Loss
1541,2024-08-02,09:30:00,2024-08-02,10:30:00,SHORT,24761.5,24809.41,24809.41,24665.68,141,-47.91,-0.193,-6755.41,Stop Loss
1542,2024-08-09,10:15:00,2024-08-09,15:00:00,SHORT,24328.65,24371.05,24392.57,24200.81,104,-42.4,-0.174,-4409.6,Time Exit
1543,2024-08-12,09:45:00,2024-08-12,10:00:00,SHORT,24223.4,24254.19,24254.19,24161.81,215,-30.79,-0.127,-6620.46,Stop Loss
1544,2024-08-13,12:30:00,2024-08-13,13:45:00,SHORT,24255.45,24183.07,24291.64,24183.07,181,72.38,0.298,13100.52,Take Profit
1545,2024-08-16,10:30:00,2024-08-16,11:45:00,LONG,24258.05,24369.79,24202.18,24369.79,120,111.74,0.461,13409.14,Take Profit
1546,2024-08-20,10:30:00,2024-08-20,15:00:00,LONG,24704.35,24698.1,24673.02,24767.0,218,-6.25,-0.025,-1362.5,Time Exit
1547,2024-08-21,10:15:00,2024-08-21,11:00:00,SHORT,24741.2,24685.66,24768.97,24685.66,245,55.54,0.224,13606.25,Take Profit
1548,2024-08-22,14:30:00,2024-08-22,15:00:00,SHORT,24806.15,24810.6,24824.26,24769.94,384,-4.45,-0.018,-1708.8,Time Exit
1549,2024-08-23,09:30:00,2024-08-23,09:45:00,SHORT,24784.5,24809.71,24809.71,24734.07,275,-25.21,-0.102,-6933.93,Stop Loss
1550,2024-08-26,10:15:00,2024-08-26,15:00:00,LONG,25002.5,25007.9,24966.78,25073.94,192,5.4,0.022,1036.8,Time Exit
1551,2024-08-27,11:15:00,2024-08-27,14:45:00,SHORT,25068.9,25008.01,25099.35,25008.01,226,60.89,0.243,13761.79,Take Profit
1552,2024-08-28,11:00:00,2024-08-28,11:15:00,SHORT,25038.85,25070.2,25070.2,24976.14,224,-31.35,-0.125,-7023.2,Stop Loss
1553,2024-08-29,09:45:00,2024-08-29,12:15:00,SHORT,25098.0,25125.16,25125.16,25043.68,256,-27.16,-0.108,-6953.14,Stop Loss
1554,2024-09-02,12:15:00,2024-09-02,12:45:00,SHORT,25290.1,25236.27,25317.01,25236.27,255,53.83,0.213,13726.29,Take Profit
1555,2024-09-03,09:30:00,2024-09-03,14:45:00,SHORT,25270.5,25298.83,25298.83,25213.85,248,-28.33,-0.112,-7024.6,Stop Loss
1556,2024-09-04,09:45:00,2024-09-04,13:15:00,SHORT,25127.45,25161.93,25161.93,25058.49,201,-34.48,-0.137,-6930.91,Stop Loss
1557,2024-09-05,09:30:00,2024-09-05,10:15:00,LONG,25208.9,25180.51,25180.51,25265.68,242,-28.39,-0.113,-6870.21,Stop Loss
1558,2024-09-06,09:45:00,2024-09-06,10:00:00,SHORT,24994.9,24919.01,25032.85,24919.01,179,75.89,0.304,13584.82,Take Profit
1559,2024-09-16,11:00:00,2024-09-16,13:45:00,SHORT,25384.15,25415.37,25415.37,25321.71,222,-31.22,-0.123,-6931.16,Stop Loss
1560,2024-09-17,09:45:00,2024-09-17,10:30:00,SHORT,25363.9,25387.66,25387.66,25316.37,289,-23.76,-0.094,-6867.88,Stop Loss
1561,2024-09-18,09:30:00,2024-09-18,10:30:00,SHORT,25433.7,25453.2,25453.2,25394.69,349,-19.5,-0.077,-6806.75,Stop Loss
1562,2024-09-19,10:45:00,2024-09-19,11:15:00,LONG,25511.85,25450.45,25450.45,25634.64,110,-61.4,-0.241,-6753.61,Stop Loss
1563,2024-09-20,09:45:00,2024-09-20,10:30:00,SHORT,25585.15,25636.09,25636.09,25483.26,131,-50.94,-0.199,-6673.51,Stop Loss
1564,2024-09-24,09:45:00,2024-09-24,10:45:00,LONG,25963.65,25938.78,25938.78,26013.4,265,-24.88,-0.096,-6591.88,Stop Loss
1565,2024-09-25,11:30:00,2024-09-25,14:00:00,SHORT,25902.6,25932.52,25932.52,25842.76,218,-29.92,-0.116,-6522.09,Stop Loss
1566,2024-09-26,10:30:00,2024-09-26,14:30:00,LONG,26065.9,26133.26,26032.22,26133.26,192,67.36,0.258,12933.94,Take Profit
1567,2024-09-27,12:45:00,2024-09-27,13:45:00,SHORT,26189.2,26216.34,26216.34,26134.92,243,-27.14,-0.104,-6594.85,Stop Loss
1568,2024-10-03,09:30:00,2024-10-03,11:15:00,SHORT,25616.75,25446.27,25701.99,25446.27,77,170.48,0.665,13126.85,Take Profit
1569,2024-10-04,14:15:00,2024-10-04,15:00:00,LONG,25037.7,25020.95,24951.99,25209.12,78,-16.75,-0.067,-1306.5,Time Exit
1570,2024-10-07,12:45:00,2024-10-07,14:45:00,SHORT,24821.9,24893.61,24893.61,24678.47,93,-71.71,-0.289,-6669.43,Stop Loss
1571,2024-10-09,14:30:00,2024-10-09,15:00:00,SHORT,25034.3,24971.15,25077.35,24948.2,153,63.15,0.252,9661.95,Time Exit
1572,2024-10-10,10:00:00,2024-10-10,11:30:00,SHORT,25116.95,25008.19,25171.33,25008.19,123,108.76,0.433,13377.13,Take Profit
1573,2024-10-11,11:15:00,2024-10-11,13:15:00,SHORT,24934.3,24972.39,24972.39,24858.12,179,-38.09,-0.153,-6817.98,Stop Loss
1574,2024-10-14,12:15:00,2024-10-14,15:00:00,LONG,25120.75,25123.2,25085.34,25191.58,190,2.45,0.01,465.5,Time Exit
1575,2024-10-15,10:00:00,2024-10-15,10:30:00,SHORT,25055.3,25087.82,25087.82,24990.25,208,-32.52,-0.13,-6765.2,Stop Loss
1576,2024-10-16,11:15:00,2024-10-16,14:00:00,SHORT,24959.2,24998.09,24998.09,24881.42,172,-38.89,-0.156,-6688.96,Stop Loss
1577,2024-10-17,09:30:00,2024-10-17,12:45:00,SHORT,24850.2,24763.89,24893.36,24763.89,153,86.31,0.347,13206.09,Take Profit
1578,2024-10-18,13:00:00,2024-10-18,15:00:00,LONG,24820.9,24842.85,24773.89,24914.92,144,21.95,0.088,3160.8,Time Exit
1579,2024-10-22,10:15:00,2024-10-22,10:45:00,SHORT,24638.55,24705.93,24705.93,24503.79,101,-67.38,-0.273,-6805.24,Stop Loss
1580,2024-10-25,09:45:00,2024-10-25,10:45:00,SHORT,24250.85,24175.92,24288.31,24175.92,179,74.93,0.309,13412.21,Take Profit
1581,2024-11-04,10:15:00,2024-11-04,15:00:00,SHORT,23934.35,23997.1,23998.03,23806.99,107,-62.75,-0.262,-6714.25,Time Exit
1582,2024-11-06,14:00:00,2024-11-06,14:45:00,LONG,24484.7,24450.79,24450.79,24552.53,200,-33.91,-0.139,-6782.86,Stop Loss
1583,2024-11-07,09:45:00,2024-11-07,13:30:00,SHORT,24279.8,24179.66,24329.87,24179.66,134,100.14,0.412,13419.14,Take Profit
1584,2024-11-11,09:30:00,2024-11-11,10:15:00,SHORT,24145.7,24184.41,24184.41,24068.28,177,-38.71,-0.16,-6851.8,Stop Loss
1585,2024-11-12,12:00:00,2024-11-12,12:45:00,SHORT,24110.9,23990.41,24171.14,23990.41,112,120.49,0.5,13494.4,Take Profit
1586,2024-11-13,10:00:00,2024-11-13,10:30:00,SHORT,23694.55,23762.66,23762.66,23558.33,101,-68.11,-0.287,-6879.18,Stop Loss
1587,2024-11-22,10:00:00,2024-11-22,10:45:00,SHORT,23575.5,23457.59,23634.46,23457.59,116,117.91,0.5,13678.06,Take Profit
1588,2024-11-26,11:45:00,2024-11-26,15:00:00,SHORT,24200.8,24203.85,24251.05,24100.3,139,-3.05,-0.013,-423.95,Time Exit
1589,2024-11-27,12:15:00,2024-11-27,12:30:00,SHORT,24251.25,24291.19,24291.19,24171.38,175,-39.94,-0.165,-6988.75,Stop Loss
1590,2024-11-28,10:45:00,2024-11-28,12:30:00,SHORT,24113.95,24009.11,24166.37,24009.11,132,104.84,0.435,13838.31,Take Profit
1591,2024-12-03,14:30:00,2024-12-03,15:00:00,LONG,24455.4,24461.35,24424.57,24517.06,228,5.95,0.024,1356.6,Time Exit
1592,2024-12-04,11:45:00,2024-12-04,12:00:00,SHORT,24414.0,24457.12,24457.12,24327.76,164,-43.12,-0.177,-7071.91,Stop Loss
1593,2024-12-05,09:45:00,2024-12-05,10:45:00,SHORT,24424.45,24322.14,24475.6,24322.14,137,102.31,0.419,14016.08,Take Profit
