trade_id,entry_date,entry_time,exit_date,exit_time,position,entry_price,exit_price,sl,tp,qty,pnl_pts,pnl_pct,pnl_amount,exit_reason
478,2018-06-13,13:15:00,2018-06-13,14:00:00,SHORT,10881.1,10891.23,10891.23,10860.85,128,-10.12,-0.093,-1296.0,Stop Loss
479,2018-06-14,09:45:00,2018-06-14,12:00:00,SHORT,10805.4,10775.91,10820.14,10775.91,87,29.49,0.273,2565.26,Take Profit
480,2018-06-15,13:15:00,2018-06-15,13:45:00,SHORT,10766.15,10779.37,10779.37,10739.71,99,-13.22,-0.123,-1308.92,Stop Loss
481,2018-06-19,10:15:00,2018-06-19,13:00:00,SHORT,10742.75,10709.4,10759.42,10709.4,78,33.35,0.31,2601.3,Take Profit
482,2018-06-21,11:45:00,2018-06-21,12:45:00,SHORT,10753.1,10768.29,10768.29,10722.72,87,-15.19,-0.141,-1321.47,Stop Loss
483,2018-06-22,12:00:00,2018-06-22,13:00:00,SHORT,10749.55,10763.22,10763.22,10722.2,96,-13.67,-0.127,-1312.8,Stop Loss
484,2018-06-25,14:15:00,2018-06-25,15:00:00,SHORT,10786.9,10763.35,10799.39,10761.92,104,23.55,0.218,2449.2,Time Exit
485,2018-06-26,10:30:00,2018-06-26,11:00:00,SHORT,10776.2,10793.85,10793.85,10740.91,75,-17.65,-0.164,-1323.48,Stop Loss
486,2018-07-02,09:30:00,2018-07-02,12:15:00,SHORT,10670.15,10622.72,10693.86,10622.72,55,47.43,0.444,2608.57,Take Profit
487,2018-07-03,13:00:00,2018-07-03,13:15:00,LONG,10701.95,10686.69,10686.69,10732.46,87,-15.26,-0.143,-1327.37,Stop Loss
488,2018-07-05,13:00:00,2018-07-05,15:00:00,SHORT,10777.8,10756.05,10793.34,10746.73,85,21.75,0.202,1848.75,Time Exit
489,2018-07-06,09:30:00,2018-07-06,10:30:00,SHORT,10776.45,10793.4,10793.4,10742.56,79,-16.95,-0.157,-1338.77,Stop Loss
490,2018-07-09,14:00:00,2018-07-09,15:00:00,LONG,10847.4,10851.55,10838.45,10865.3,148,4.15,0.038,614.2,Time Exit
491,2018-07-10,12:15:00,2018-07-10,13:15:00,LONG,10925.65,10913.22,10913.22,10950.51,107,-12.43,-0.114,-1330.24,Stop Loss
492,2018-07-11,10:15:00,2018-07-11,11:00:00,SHORT,10974.55,10941.35,10991.15,10941.35,79,33.2,0.303,2622.8,Take Profit
493,2018-07-12,12:00:00,2018-07-12,13:30:00,LONG,11066.3,11047.84,11047.84,11103.23,73,-18.46,-0.167,-1347.89,Stop Loss
494,2018-07-13,10:00:00,2018-07-13,13:15:00,SHORT,11019.15,11041.45,11041.45,10974.55,60,-22.3,-0.202,-1338.0,Stop Loss
495,2018-07-16,11:00:00,2018-07-16,13:00:00,SHORT,10980.2,10997.11,10997.11,10946.39,78,-16.91,-0.154,-1318.76,Stop Loss
496,2018-07-18,12:30:00,2018-07-18,12:45:00,SHORT,10984.7,11007.86,11007.86,10938.39,56,-23.16,-0.211,-1296.8,Stop Loss
497,2018-07-19,11:00:00,2018-07-19,13:15:00,SHORT,10994.95,10954.19,11015.33,10954.19,63,40.76,0.371,2568.15,Take Profit
498,2018-07-20,10:15:00,2018-07-20,15:00:00,LONG,10998.1,11009.9,10977.47,11039.36,64,11.8,0.107,755.2,Time Exit
499,2018-07-24,09:45:00,2018-07-24,12:15:00,LONG,11138.25,11122.33,11122.33,11170.1,83,-15.92,-0.143,-1321.77,Stop Loss
500,2018-07-25,12:30:00,2018-07-25,15:00:00,SHORT,11150.6,11140.25,11162.66,11126.47,109,10.35,0.093,1128.15,Time Exit
501,2018-07-26,10:30:00,2018-07-26,13:30:00,LONG,11165.15,11150.04,11150.04,11195.37,87,-15.11,-0.135,-1314.63,Stop Loss
502,2018-07-27,11:00:00,2018-07-27,15:00:00,LONG,11246.2,11278.8,11227.71,11283.18,71,32.6,0.29,2314.6,Time Exit
503,2018-07-30,10:15:00,2018-07-30,11:00:00,SHORT,11262.75,11278.6,11278.6,11231.06,84,-15.85,-0.141,-1331.1,Stop Loss
504,2018-07-31,10:30:00,2018-07-31,11:00:00,SHORT,11269.9,11286.13,11286.13,11237.44,81,-16.23,-0.144,-1314.8,Stop Loss
505,2018-08-06,10:00:00,2018-08-06,15:00:00,LONG,11386.25,11388.5,11366.71,11425.34,67,2.25,0.02,150.75,Time Exit
506,2018-08-07,09:30:00,2018-08-07,09:45:00,SHORT,11388.85,11402.16,11402.16,11362.23,98,-13.31,-0.117,-1304.45,Stop Loss
507,2018-08-08,12:15:00,2018-08-08,14:00:00,LONG,11442.5,11428.51,11428.51,11470.48,92,-13.99,-0.122,-1287.01,Stop Loss
508,2018-08-10,09:45:00,2018-08-10,14:00:00,SHORT,11445.7,11458.93,11458.93,11419.24,97,-13.23,-0.116,-1283.52,Stop Loss
509,2018-08-13,12:00:00,2018-08-13,12:45:00,SHORT,11379.8,11397.55,11397.55,11344.31,71,-17.75,-0.156,-1260.0,Stop Loss
510,2018-08-14,10:30:00,2018-08-14,12:30:00,LONG,11408.5,11440.0,11392.75,11440.0,80,31.5,0.276,2520.0,Take Profit
511,2018-08-16,10:00:00,2018-08-16,13:15:00,SHORT,11434.3,11403.33,11449.79,11403.33,83,30.97,0.271,2570.63,Take Profit
512,2018-08-17,11:15:00,2018-08-17,15:00:00,LONG,11473.0,11472.95,11455.61,11507.77,75,-0.05,-0.0,-3.75,Time Exit
513,2018-08-20,12:45:00,2018-08-20,14:15:00,LONG,11555.75,11547.22,11547.22,11572.81,153,-8.53,-0.074,-1304.87,Stop Loss
514,2018-08-23,10:00:00,2018-08-23,10:15:00,SHORT,11557.1,11571.74,11571.74,11527.82,88,-14.64,-0.127,-1288.26,Stop Loss
515,2018-08-24,09:30:00,2018-08-24,10:30:00,SHORT,11596.95,11569.15,11610.85,11569.15,92,27.8,0.24,2557.6,Take Profit
516,2018-08-27,10:45:00,2018-08-27,13:30:00,LONG,11658.45,11691.78,11641.79,11691.78,78,33.33,0.286,2599.63,Take Profit
517,2018-08-29,11:45:00,2018-08-29,15:00:00,SHORT,11728.05,11687.8,11741.16,11701.84,102,40.25,0.343,4105.5,Time Exit
518,2018-08-30,09:45:00,2018-08-30,12:15:00,SHORT,11665.15,11679.49,11679.49,11636.47,96,-14.34,-0.123,-1376.57,Stop Loss
519,2018-08-31,11:30:00,2018-08-31,15:00:00,LONG,11659.85,11686.4,11638.51,11702.54,64,26.55,0.228,1699.2,Time Exit
520,2018-09-03,13:45:00,2018-09-03,14:00:00,SHORT,11679.7,11660.52,11689.29,11660.52,143,19.18,0.164,2742.54,Take Profit
521,2018-09-04,13:45:00,2018-09-04,15:00:00,SHORT,11536.15,11515.65,11555.8,11496.84,71,20.5,0.178,1455.5,Time Exit
522,2018-09-10,11:30:00,2018-09-10,11:45:00,LONG,11506.05,11483.96,11483.96,11550.23,64,-22.09,-0.192,-1413.71,Stop Loss
523,2018-09-11,11:30:00,2018-09-11,12:30:00,SHORT,11408.45,11430.07,11430.07,11365.21,65,-21.62,-0.189,-1405.16,Stop Loss
524,2018-09-14,14:30:00,2018-09-14,15:00:00,LONG,11490.25,11515.7,11476.43,11517.89,101,25.45,0.221,2570.45,Time Exit
525,2018-09-17,10:15:00,2018-09-17,15:00:00,SHORT,11409.35,11376.75,11430.1,11367.84,68,32.6,0.286,2216.8,Time Exit
526,2018-09-18,10:15:00,2018-09-18,11:30:00,SHORT,11359.6,11381.39,11381.39,11316.03,66,-21.79,-0.192,-1437.86,Stop Loss
527,2018-09-19,13:00:00,2018-09-19,13:15:00,SHORT,11260.15,11276.93,11276.93,11226.59,85,-16.78,-0.149,-1426.18,Stop Loss
528,2018-09-21,09:30:00,2018-09-21,10:15:00,LONG,11336.55,11307.74,11307.74,11394.18,49,-28.81,-0.254,-1411.9,Stop Loss
529,2018-09-24,09:45:00,2018-09-24,15:00:00,SHORT,11079.5,10960.95,11153.85,10930.79,19,118.55,1.07,2252.45,Time Exit
530,2018-09-26,12:00:00,2018-09-26,13:00:00,LONG,11029.75,10998.61,10998.61,11092.02,46,-31.14,-0.282,-1432.24,Stop Loss
531,2018-09-27,11:30:00,2018-09-27,12:00:00,SHORT,11008.55,11033.51,11033.51,10958.63,56,-24.96,-0.227,-1397.8,Stop Loss
532,2018-09-28,10:00:00,2018-09-28,10:15:00,SHORT,10938.3,10971.73,10971.73,10871.44,42,-33.43,-0.306,-1404.0,Stop Loss
533,2018-10-01,11:00:00,2018-10-01,13:30:00,SHORT,10863.2,10904.45,10904.45,10780.7,33,-41.25,-0.38,-1361.25,Stop Loss
534,2018-10-03,14:30:00,2018-10-03,15:00:00,SHORT,10888.95,10861.2,10917.13,10832.59,48,27.75,0.255,1332.0,Time Exit
535,2018-10-04,10:15:00,2018-10-04,13:30:00,SHORT,10660.5,10579.89,10700.8,10579.89,34,80.61,0.756,2740.64,Take Profit
536,2018-10-05,12:00:00,2018-10-05,14:30:00,SHORT,10439.65,10476.23,10476.23,10366.5,38,-36.58,-0.35,-1389.85,Stop Loss
537,2018-10-08,09:45:00,2018-10-08,11:00:00,SHORT,10316.1,10367.41,10367.41,10213.49,27,-51.31,-0.497,-1385.29,Stop Loss
538,2018-10-15,10:30:00,2018-10-15,15:00:00,LONG,10444.0,10515.2,10395.34,10541.31,28,71.2,0.682,1993.6,Time Exit
539,2018-10-16,13:45:00,2018-10-16,15:00:00,SHORT,10589.1,10590.9,10606.74,10553.83,79,-1.8,-0.017,-142.2,Time Exit
540,2018-10-17,10:30:00,2018-10-17,13:15:00,SHORT,10612.85,10551.16,10643.7,10551.16,45,61.69,0.581,2776.18,Take Profit
541,2018-10-19,13:30:00,2018-10-19,14:15:00,SHORT,10271.2,10297.1,10297.1,10219.39,55,-25.9,-0.252,-1424.7,Stop Loss
542,2018-10-22,11:00:00,2018-10-22,14:30:00,LONG,10320.05,10284.3,10284.3,10391.54,39,-35.75,-0.346,-1394.11,Stop Loss
543,2018-10-23,12:45:00,2018-10-23,13:00:00,SHORT,10161.5,10180.8,10180.8,10122.89,72,-19.3,-0.19,-1389.86,Stop Loss
544,2018-10-24,11:30:00,2018-10-24,14:00:00,LONG,10184.3,10146.06,10146.06,10260.77,36,-38.24,-0.375,-1376.49,Stop Loss
545,2018-10-25,13:00:00,2018-10-25,13:30:00,SHORT,10142.55,10163.99,10163.99,10099.68,64,-21.44,-0.211,-1371.89,Stop Loss
546,2018-10-26,09:30:00,2018-10-26,10:15:00,SHORT,10032.65,10064.39,10064.39,9969.17,43,-31.74,-0.316,-1364.79,Stop Loss
547,2018-10-29,11:00:00,2018-10-29,12:45:00,LONG,10085.75,10147.83,10054.71,10147.83,43,62.08,0.616,2669.38,Take Profit
548,2018-10-30,14:30:00,2018-10-30,14:45:00,SHORT,10181.7,10206.65,10206.65,10131.79,55,-24.95,-0.245,-1372.45,Stop Loss
549,2018-10-31,09:45:00,2018-10-31,11:15:00,SHORT,10140.4,10173.38,10173.38,10074.44,41,-32.98,-0.325,-1352.12,Stop Loss
550,2018-11-02,10:45:00,2018-11-02,15:00:00,LONG,10548.8,10554.1,10516.5,10613.41,41,5.3,0.05,217.3,Time Exit
551,2018-11-12,10:00:00,2018-11-12,13:00:00,SHORT,10593.25,10552.81,10613.47,10552.81,66,40.44,0.382,2668.76,Take Profit
552,2018-11-13,12:00:00,2018-11-13,13:30:00,SHORT,10503.65,10526.7,10526.7,10457.54,59,-23.05,-0.219,-1360.16,Stop Loss
553,2018-11-14,14:00:00,2018-11-14,14:45:00,SHORT,10558.15,10576.9,10576.9,10520.66,72,-18.75,-0.178,-1349.74,Stop Loss
554,2018-11-15,11:15:00,2018-11-15,13:00:00,SHORT,10612.0,10634.99,10634.99,10566.02,58,-22.99,-0.217,-1333.38,Stop Loss
555,2018-11-16,14:30:00,2018-11-16,15:00:00,SHORT,10642.3,10682.75,10658.79,10609.33,80,-40.45,-0.38,-3236.0,Time Exit
556,2018-11-19,11:30:00,2018-11-19,13:30:00,SHORT,10696.9,10716.78,10716.78,10657.14,65,-19.88,-0.186,-1292.11,Stop Loss
557,2018-11-20,11:00:00,2018-11-20,14:00:00,SHORT,10710.6,10670.28,10730.76,10670.28,63,40.32,0.376,2540.25,Take Profit
558,2018-11-21,09:45:00,2018-11-21,10:30:00,SHORT,10607.85,10564.96,10629.3,10564.96,61,42.89,0.404,2616.46,Take Profit
559,2018-11-22,13:15:00,2018-11-22,14:45:00,SHORT,10568.95,10538.84,10584.01,10538.84,88,30.11,0.285,2650.06,Take Profit
560,2018-11-26,10:15:00,2018-11-26,12:30:00,SHORT,10516.45,10540.66,10540.66,10468.04,56,-24.21,-0.23,-1355.6,Stop Loss
561,2018-11-27,13:45:00,2018-11-27,14:00:00,LONG,10661.5,10641.82,10641.82,10700.85,68,-19.68,-0.185,-1337.9,Stop Loss
562,2018-11-29,11:30:00,2018-11-29,14:00:00,LONG,10825.35,10863.23,10806.41,10863.23,70,37.88,0.35,2651.5,Take Profit
563,2018-11-30,11:30:00,2018-11-30,14:15:00,SHORT,10878.6,10837.77,10899.01,10837.77,66,40.83,0.375,2694.69,Take Profit
564,2018-12-03,11:00:00,2018-12-03,12:15:00,SHORT,10895.45,10851.41,10917.47,10851.41,63,44.04,0.404,2774.7,Take Profit
565,2018-12-04,11:00:00,2018-12-04,12:15:00,SHORT,10842.8,10861.2,10861.2,10806.01,77,-18.4,-0.17,-1416.52,Stop Loss
566,2018-12-05,09:45:00,2018-12-05,10:15:00,SHORT,10787.3,10804.74,10804.74,10752.42,80,-17.44,-0.162,-1395.14,Stop Loss
567,2018-12-06,09:30:00,2018-12-06,14:15:00,SHORT,10678.6,10631.81,10701.99,10631.81,59,46.79,0.438,2760.36,Take Profit
568,2018-12-14,09:45:00,2018-12-14,11:00:00,LONG,10810.25,10781.25,10781.25,10868.24,49,-29.0,-0.268,-1420.83,Stop Loss
569,2018-12-17,13:15:00,2018-12-17,13:45:00,SHORT,10870.05,10849.75,10880.2,10849.75,138,20.3,0.187,2801.4,Take Profit
570,2018-12-18,10:15:00,2018-12-18,11:45:00,SHORT,10825.0,10841.81,10841.81,10791.38,85,-16.81,-0.155,-1428.91,Stop Loss
571,2018-12-19,14:00:00,2018-12-19,15:00:00,LONG,10972.3,10966.35,10960.9,10995.11,124,-5.95,-0.054,-737.8,Time Exit
572,2018-12-20,12:45:00,2018-12-20,15:00:00,SHORT,10941.3,10958.95,10957.39,10909.11,87,-17.65,-0.161,-1535.55,Time Exit
573,2018-12-21,10:15:00,2018-12-21,13:45:00,SHORT,10853.75,10804.86,10878.19,10804.86,57,48.89,0.45,2786.49,Take Profit
574,2018-12-26,10:00:00,2018-12-26,10:30:00,SHORT,10540.15,10569.39,10569.39,10481.68,48,-29.24,-0.277,-1403.31,Stop Loss
575,2018-12-28,10:30:00,2018-12-28,15:00:00,LONG,10876.05,10852.35,10852.98,10922.19,61,-23.7,-0.218,-1445.7,Time Exit
576,2018-12-31,11:15:00,2018-12-31,15:00:00,SHORT,10877.4,10863.0,10896.55,10839.1,72,14.4,0.132,1036.8,Time Exit
577,2019-01-01,09:45:00,2019-01-01,11:00:00,SHORT,10822.3,10838.17,10838.17,10790.56,88,-15.87,-0.147,-1396.37,Stop Loss
578,2019-01-02,12:45:00,2019-01-02,13:30:00,SHORT,10811.85,10772.91,10831.32,10772.91,71,38.94,0.36,2764.44,Take Profit
579,2019-01-03,10:00:00,2019-01-03,11:15:00,SHORT,10806.55,10749.68,10834.99,10749.68,50,56.87,0.526,2843.57,Take Profit
580,2019-01-04,10:15:00,2019-01-04,11:00:00,SHORT,10639.35,10666.14,10666.14,10585.78,54,-26.79,-0.252,-1446.43,Stop Loss
581,2019-01-08,10:00:00,2019-01-08,14:00:00,SHORT,10788.65,10810.46,10810.46,10745.02,65,-21.81,-0.202,-1417.93,Stop Loss
582,2019-01-10,11:45:00,2019-01-10,15:00:00,SHORT,10824.65,10822.15,10841.83,10790.29,82,2.5,0.023,205.0,Time Exit
583,2019-01-11,10:15:00,2019-01-11,11:30:00,SHORT,10816.65,10780.96,10834.49,10780.96,79,35.69,0.33,2819.17,Take Profit
584,2019-01-21,10:45:00,2019-01-21,11:15:00,LONG,10979.55,10956.84,10956.84,11024.97,63,-22.71,-0.207,-1430.78,Stop Loss
585,2019-01-22,12:00:00,2019-01-22,12:45:00,SHORT,10876.65,10892.36,10892.36,10845.22,91,-15.71,-0.144,-1430.0,Stop Loss
586,2019-01-23,14:30:00,2019-01-23,15:00:00,SHORT,10875.7,10826.9,10889.85,10847.41,100,48.8,0.449,4880.0,Time Exit
587,2019-01-24,10:30:00,2019-01-24,13:30:00,SHORT,10847.8,10805.14,10869.13,10805.14,69,42.66,0.393,2943.84,Take Profit
588,2019-01-25,09:30:00,2019-01-25,12:15:00,LONG,10913.3,10890.98,10890.98,10957.94,67,-22.32,-0.205,-1495.54,Stop Loss
589,2019-01-28,10:45:00,2019-01-28,13:30:00,SHORT,10714.3,10648.91,10746.99,10648.91,45,65.39,0.61,2942.36,Take Profit
590,2019-01-29,13:30:00,2019-01-29,14:00:00,SHORT,10593.5,10611.36,10611.36,10557.78,84,-17.86,-0.169,-1500.3,Stop Loss
591,2019-01-30,12:15:00,2019-01-30,14:15:00,LONG,10640.05,10683.99,10618.08,10683.99,68,43.94,0.413,2987.63,Take Profit
592,2019-01-31,11:45:00,2019-01-31,13:30:00,LONG,10738.9,10787.0,10714.85,10787.0,63,48.1,0.448,3030.3,Take Profit
593,2019-02-01,13:15:00,2019-02-01,13:45:00,LONG,10948.35,10920.77,10920.77,11003.5,56,-27.58,-0.252,-1544.2,Stop Loss
594,2019-02-04,14:00:00,2019-02-04,14:30:00,SHORT,10872.35,10890.2,10890.2,10836.66,86,-17.85,-0.164,-1534.79,Stop Loss
595,2019-02-05,12:30:00,2019-02-05,14:00:00,LONG,10934.8,10917.01,10917.01,10970.38,85,-17.79,-0.163,-1512.09,Stop Loss
596,2019-02-06,12:45:00,2019-02-06,13:45:00,LONG,11028.6,11056.62,11014.59,11056.62,107,28.02,0.254,2998.29,Take Profit
597,2019-02-12,14:30:00,2019-02-12,15:00:00,SHORT,10846.55,10833.05,10862.17,10815.31,98,13.5,0.124,1323.0,Time Exit
598,2019-02-14,10:15:00,2019-02-14,14:00:00,SHORT,10744.45,10765.77,10765.77,10701.81,73,-21.32,-0.198,-1556.46,Stop Loss
599,2019-02-15,11:45:00,2019-02-15,12:15:00,LONG,10654.1,10629.59,10629.59,10703.11,63,-24.51,-0.23,-1543.95,Stop Loss
600,2019-02-18,11:45:00,2019-02-18,15:00:00,LONG,10657.1,10647.0,10632.09,10707.12,61,-10.1,-0.095,-616.1,Time Exit
601,2019-02-19,13:45:00,2019-02-19,14:00:00,LONG,10709.35,10696.77,10696.77,10734.51,120,-12.58,-0.117,-1509.43,Stop Loss
602,2019-02-20,12:00:00,2019-02-20,12:30:00,SHORT,10656.15,10676.31,10676.31,10615.83,74,-20.16,-0.189,-1491.89,Stop Loss
603,2019-02-21,12:15:00,2019-02-21,14:00:00,LONG,10766.15,10794.31,10752.07,10794.31,105,28.16,0.262,2957.25,Take Profit
604,2019-02-22,14:15:00,2019-02-22,15:00:00,SHORT,10798.0,10788.3,10808.78,10776.44,140,9.7,0.09,1358.0,Time Exit
605,2019-02-25,13:30:00,2019-02-25,14:00:00,LONG,10833.5,10850.49,10825.01,10850.49,179,16.99,0.157,3040.44,Take Profit
606,2019-02-26,09:45:00,2019-02-26,10:30:00,SHORT,10763.25,10784.67,10784.67,10720.4,73,-21.42,-0.199,-1564.02,Stop Loss
607,2019-02-27,11:45:00,2019-02-27,12:00:00,SHORT,10829.75,10769.52,10859.86,10769.52,51,60.23,0.556,3071.66,Take Profit
608,2019-02-28,12:45:00,2019-02-28,13:15:00,SHORT,10798.4,10811.56,10811.56,10772.08,119,-13.16,-0.122,-1566.12,Stop Loss
609,2019-03-01,13:30:00,2019-03-01,13:45:00,SHORT,10826.55,10835.71,10835.71,10808.23,170,-9.16,-0.085,-1557.32,Stop Loss
610,2019-03-05,09:30:00,2019-03-05,10:15:00,SHORT,10854.1,10867.75,10867.75,10826.81,113,-13.65,-0.126,-1542.05,Stop Loss
611,2019-03-07,11:00:00,2019-03-07,11:45:00,SHORT,11040.5,11056.75,11056.75,11007.99,94,-16.25,-0.147,-1527.84,Stop Loss
612,2019-03-08,09:45:00,2019-03-08,10:15:00,SHORT,11015.05,11033.4,11033.4,10978.35,82,-18.35,-0.167,-1504.7,Stop Loss
613,2019-03-11,10:30:00,2019-03-11,14:30:00,LONG,11133.25,11169.45,11115.15,11169.45,82,36.2,0.325,2968.4,Take Profit
614,2019-03-12,14:30:00,2019-03-12,15:00:00,SHORT,11307.9,11301.45,11321.4,11280.91,113,6.45,0.057,728.85,Time Exit
615,2019-03-13,13:30:00,2019-03-13,15:00:00,SHORT,11340.6,11339.45,11353.52,11314.76,118,1.15,0.01,135.7,Time Exit
616,2019-03-14,10:15:00,2019-03-14,10:45:00,SHORT,11335.0,11355.42,11355.42,11294.16,75,-20.42,-0.18,-1531.34,Stop Loss
617,2019-03-15,10:15:00,2019-03-15,13:45:00,LONG,11416.0,11454.62,11396.69,11454.62,78,38.62,0.338,3012.47,Take Profit
618,2019-03-18,10:30:00,2019-03-18,15:00:00,SHORT,11447.95,11461.05,11476.66,11390.54,54,-13.1,-0.114,-707.4,Time Exit
619,2019-03-25,13:15:00,2019-03-25,13:45:00,SHORT,11329.8,11343.14,11343.14,11303.11,115,-13.34,-0.118,-1534.43,Stop Loss
620,2019-03-27,13:45:00,2019-03-27,14:30:00,SHORT,11448.85,11473.65,11473.65,11399.24,61,-24.8,-0.217,-1513.02,Stop Loss
621,2019-03-28,09:45:00,2019-03-28,13:45:00,SHORT,11514.6,11547.4,11547.4,11449.01,46,-32.8,-0.285,-1508.64,Stop Loss
622,2019-04-01,13:30:00,2019-04-01,14:00:00,SHORT,11709.5,11722.3,11722.3,11683.89,117,-12.8,-0.109,-1498.02,Stop Loss
623,2019-04-02,09:45:00,2019-04-02,11:15:00,SHORT,11661.15,11682.7,11682.7,11618.05,69,-21.55,-0.185,-1486.95,Stop Loss
624,2019-04-08,09:30:00,2019-04-08,13:15:00,SHORT,11657.9,11608.17,11682.76,11608.17,59,49.73,0.427,2933.99,Take Profit
625,2019-04-10,13:30:00,2019-04-10,14:15:00,SHORT,11622.75,11593.74,11637.26,11593.74,103,29.01,0.25,2988.47,Take Profit
626,2019-04-11,11:00:00,2019-04-11,13:15:00,SHORT,11570.9,11590.27,11590.27,11532.16,79,-19.37,-0.167,-1530.34,Stop Loss
627,2019-04-12,12:15:00,2019-04-12,13:30:00,LONG,11589.7,11615.35,11576.88,11615.35,118,25.65,0.221,3026.7,Take Profit
628,2019-04-16,11:00:00,2019-04-16,15:00:00,LONG,11779.85,11781.45,11763.04,11813.47,91,1.6,0.014,145.6,Time Exit
629,2019-04-18,09:45:00,2019-04-18,15:00:00,SHORT,11773.5,11756.35,11792.89,11734.71,79,17.15,0.146,1354.85,Time Exit
630,2019-04-22,12:30:00,2019-04-22,14:30:00,SHORT,11654.65,11620.34,11671.81,11620.34,90,34.31,0.294,3088.29,Take Profit
631,2019-04-25,11:45:00,2019-04-25,12:15:00,LONG,11780.1,11762.36,11762.36,11815.57,89,-17.74,-0.151,-1578.48,Stop Loss
632,2019-04-26,13:45:00,2019-04-26,14:00:00,SHORT,11722.5,11736.51,11736.51,11694.49,112,-14.01,-0.119,-1568.8,Stop Loss
633,2019-04-30,09:30:00,2019-04-30,09:45:00,LONG,11700.6,11680.91,11680.91,11739.97,79,-19.69,-0.168,-1555.17,Stop Loss
634,2019-05-02,09:30:00,2019-05-02,12:45:00,LONG,11752.95,11727.49,11727.49,11803.86,60,-25.46,-0.217,-1527.43,Stop Loss
635,2019-05-03,10:15:00,2019-05-03,15:00:00,SHORT,11763.8,11706.4,11785.3,11720.8,71,57.4,0.488,4075.4,Time Exit
636,2019-05-06,09:30:00,2019-05-06,14:45:00,SHORT,11628.7,11577.34,11654.38,11577.34,61,51.36,0.442,3133.22,Take Profit
637,2019-05-07,11:15:00,2019-05-07,14:00:00,LONG,11607.2,11588.17,11588.17,11645.26,84,-19.03,-0.164,-1598.4,Stop Loss
638,2019-05-13,10:00:00,2019-05-13,14:45:00,SHORT,11295.35,11213.01,11336.52,11213.01,38,82.34,0.729,3128.76,Take Profit
639,2019-05-15,13:15:00,2019-05-15,13:30:00,SHORT,11208.6,11227.58,11227.58,11170.64,85,-18.98,-0.169,-1613.48,Stop Loss
640,2019-05-16,12:00:00,2019-05-16,13:45:00,SHORT,11183.05,11206.19,11206.19,11136.78,69,-23.14,-0.207,-1596.36,Stop Loss
641,2019-05-17,13:00:00,2019-05-17,13:45:00,LONG,11343.25,11377.72,11326.01,11377.72,91,34.47,0.304,3136.9,Take Profit
642,2019-05-20,12:45:00,2019-05-20,13:45:00,LONG,11732.65,11777.05,11710.45,11777.05,72,44.4,0.378,3196.8,Take Profit
643,2019-05-21,13:00:00,2019-05-21,14:30:00,SHORT,11761.75,11716.76,11784.24,11716.76,73,44.99,0.382,3283.96,Take Profit
644,2019-05-22,13:45:00,2019-05-22,14:30:00,SHORT,11764.05,11722.27,11784.94,11722.27,80,41.78,0.355,3342.29,Take Profit
645,2019-05-23,11:00:00,2019-05-23,11:15:00,LONG,11909.35,11854.08,11854.08,12019.9,31,-55.27,-0.464,-1713.52,Stop Loss
646,2019-05-24,13:00:00,2019-05-24,13:30:00,SHORT,11821.25,11768.62,11847.56,11768.62,64,52.63,0.445,3368.23,Take Profit
647,2019-05-28,14:15:00,2019-05-28,14:45:00,SHORT,11875.3,11896.59,11896.59,11832.71,81,-21.29,-0.179,-1724.72,Stop Loss
648,2019-05-29,12:30:00,2019-05-29,14:45:00,SHORT,11890.65,11856.59,11907.68,11856.59,100,34.06,0.286,3405.71,Take Profit
649,2019-05-30,09:45:00,2019-05-30,10:15:00,SHORT,11906.3,11925.85,11925.85,11867.19,89,-19.55,-0.164,-1740.27,Stop Loss
650,2019-05-31,13:15:00,2019-05-31,13:45:00,SHORT,11884.9,11919.44,11919.44,11815.82,50,-34.54,-0.291,-1726.96,Stop Loss
651,2019-06-03,10:00:00,2019-06-03,11:15:00,SHORT,11976.2,12004.43,12004.43,11919.75,60,-28.23,-0.236,-1693.5,Stop Loss
652,2019-06-06,09:30:00,2019-06-06,12:15:00,SHORT,11977.65,11930.44,12001.25,11930.44,72,47.21,0.394,3398.91,Take Profit
653,2019-06-10,12:15:00,2019-06-10,12:30:00,LONG,11900.8,11873.69,11873.69,11955.03,63,-27.11,-0.228,-1708.2,Stop Loss
654,2019-06-11,11:30:00,2019-06-11,13:45:00,SHORT,11958.3,11977.43,11977.43,11920.04,89,-19.13,-0.16,-1702.44,Stop Loss
655,2019-06-17,09:30:00,2019-06-17,13:00:00,SHORT,11766.85,11710.64,11794.96,11710.64,60,56.21,0.478,3372.86,Take Profit
656,2019-06-19,11:45:00,2019-06-19,12:15:00,LONG,11730.8,11702.78,11702.78,11786.84,61,-28.02,-0.239,-1709.09,Stop Loss
657,2019-06-20,09:30:00,2019-06-20,10:45:00,SHORT,11700.55,11731.31,11731.31,11639.04,55,-30.76,-0.263,-1691.64,Stop Loss
658,2019-06-21,14:00:00,2019-06-21,14:30:00,SHORT,11728.0,11746.87,11746.87,11690.26,89,-18.87,-0.161,-1679.56,Stop Loss
659,2019-06-24,14:00:00,2019-06-24,14:30:00,SHORT,11703.55,11675.87,11717.39,11675.87,121,27.68,0.236,3349.11,Take Profit
660,2019-06-25,09:30:00,2019-06-25,10:00:00,SHORT,11688.15,11709.49,11709.49,11645.47,80,-21.34,-0.183,-1707.14,Stop Loss
